Banco,Comercio/Promocion,Resumen cuadro,Vigencia,Desde,Hasta,Beneficios,% detectado,Tope detectado,Cuotas detectadas,Bases y condiciones URL,URL,Texto completo
Sudameris,BIGGIE FARMA,BIGGIE FARMA,• Desde el 01 de julio hasta el 30 de septiembre 2026. • Solo el primer Jueves de cada mes: • 02 de julio. • 06 de agosto. • 03 de septiembre.,01 de julio,30 de septiembre 2026,"• Desde 20% de descuento en caja. • +10% de reintegro directo adicional en extracto, pagando exclusivamente con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés.",10%; 20%,,Hasta 12 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a4/694/9b5/6a46949b56282376859343.pdf,https://www.sudameris.com.py/beneficios/destacado/708/detalle,"BIGGIE FARMA VIGENCIA • Desde el 01 de julio hasta el 30 de septiembre 2026. • Solo el primer Jueves de cada mes: • 02 de julio. • 06 de agosto. • 03 de septiembre. BENEFICIOS • Desde 20% de descuento en caja. • +10% de reintegro directo adicional en extracto, pagando exclusivamente con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés."
Sudameris,TARJETAS EMPRESARIALES,TARJETAS EMPRESARIALES,• Todos los días. • Desde el 01 de enero hasta el 31 de diciembre de 2026.,01 de enero,31 de diciembre de 2026,• Hasta 6 cuotas sin interés.,,,Hasta 6 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/695/410/b64/695410b64b60b879543067.pdf,https://www.sudameris.com.py/beneficios/destacado/742/detalle,6 CUOTAS SIN INTERÉS – TARJETAS EMPRESARIALES VIGENCIA • Todos los días. • Desde el 01 de enero hasta el 31 de diciembre de 2026. BENEFICIO • Hasta 6 cuotas sin interés.
Sudameris,ZONA CENTRAL - ASUNCIÓN Y GRAN ASUNCIÓN,ZONA CENTRAL - ASUNCIÓN Y GRAN ASUNCIÓN,• Verificar según aplicación de promoción (ver cuadro más abajo).,,,en tu zona,,,,,https://www.sudameris.com.py/beneficios/destacado/647/detalle,Disfrutá de beneficios en tu zona VIGENCIA • Verificar según aplicación de promoción (ver cuadro más abajo). BENEFICIO • Reintegro en extracto según aplicación de promoción (ver cuadro más abajo).
Sudameris,ENEX Y APP MI ENEX,ENEX Y APP MI ENEX,• Desde el 01 de julio hasta el 30 de septiembre 2026. • Solo el primer lunes de cada mes. • 6 de julio. • 3 de agosto. • 7 de septiembre.,01 de julio,30 de septiembre 2026,"• 10% de reintegro en estaciones físicas pagando con tarjetas de crédito de Sudameris. • 20% de reintegro a través de la app Mi Enex, pagando con tarjetas de crédito de Sudameris",10%; 20%,,,https://www.sudameris.com.py/storage/app/uploads/public/6a4/573/441/6a4573441c547564803845.pdf,https://www.sudameris.com.py/beneficios/destacado/307/detalle,"ESTACIONES DE SERVICIOS ENEX Y APP MI ENEX VIGENCIA • Desde el 01 de julio hasta el 30 de septiembre 2026. • Solo el primer lunes de cada mes. • 6 de julio. • 3 de agosto. • 7 de septiembre. BENEFICIO • 10% de reintegro en estaciones físicas pagando con tarjetas de crédito de Sudameris. • 20% de reintegro a través de la app Mi Enex, pagando con tarjetas de crédito de Sudameris"
Sudameris,YOUNIQUE,YOUNIQUE,• Todos los martes y miércoles. • Del 02 de junio al 31 de agosto 2026.,,,"• 25% de descuento en caja pagando con tarjetas de crédito Clásicas, Oro, Platinum, Signature, Privilege de Sudameris. • 30% de descuento en caja pagando con tarjetas de crédito MasterCard Black y Visa Infinite de Sudameris. • Hasta 12 cuotas sin interés.",25%; 30%,,Hasta 12 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a2/01e/e5c/6a201ee5c57b1747900691.pdf,https://www.sudameris.com.py/beneficios/destacado/315/detalle,"YOUNIQUE VIGENCIA • Todos los martes y miércoles. • Del 02 de junio al 31 de agosto 2026. BENEFICIOS • 25% de descuento en caja pagando con tarjetas de crédito Clásicas, Oro, Platinum, Signature, Privilege de Sudameris. • 30% de descuento en caja pagando con tarjetas de crédito MasterCard Black y Visa Infinite de Sudameris. • Hasta 12 cuotas sin interés."
Sudameris,6 CUOTAS SIN INTERÉS - COMPRAS EN EL EXTERIOR,6 CUOTAS SIN INTERÉS - COMPRAS EN EL EXTERIOR,• Todos los días hasta el 31 de diciembre del 2026.,,31 de diciembre del 2026,• 6 cuotas sin interés.,,,6 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a1/ed7/858/6a1ed785859b1280101943.pdf,https://www.sudameris.com.py/beneficios/destacado/494/detalle,COMPRAS EN EL EXTERIOR – 6 CUOTAS SIN INTERÉS VIGENCIA • Todos los días hasta el 31 de diciembre del 2026. BENEFICIO • 6 cuotas sin interés.
Sudameris,FARMACIA CATEDRAL,FARMACIA CATEDRAL,• Todos los lunes. • Desde el 1 de julio hasta el 31 de diciembre 2026.,1 de julio,31 de diciembre 2026,"Todos los Lunes: • Hasta 25% de descuento directo en caja en todos los productos. • 25% de descuento en caja en medicamentos nacionales y preparados magistrales • 20% de descuento en caja en medicamentos importados/ medicamentos nacionales con tratamientos importados. • Hasta 12 cuotas sin interés. Solo el último lunes del mes: • Hasta 25% de descuento directo en caja en todos los productos. • 25% de descuento en caja en medicamentos nacionales y preparados magistrales • 20% de descuento en caja en medicamentos importados/ medicamentos nacionales con tratamientos importados. • +10% de reintegro directo adicional en extracto, pagando exclusivamente con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés.",10%; 20%; 25%,,Hasta 12 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a4/bab/7be/6a4bab7bef2b0760075926.pdf,https://www.sudameris.com.py/beneficios/destacado/270/detalle,"FARMACIAS CATEDRAL VIGENCIA • Todos los lunes. • Desde el 1 de julio hasta el 31 de diciembre 2026. BENEFICIOS Todos los Lunes: • Hasta 25% de descuento directo en caja en todos los productos. • 25% de descuento en caja en medicamentos nacionales y preparados magistrales • 20% de descuento en caja en medicamentos importados/ medicamentos nacionales con tratamientos importados. • Hasta 12 cuotas sin interés. Solo el último lunes del mes: • Hasta 25% de descuento directo en caja en todos los productos. • 25% de descuento en caja en medicamentos nacionales y preparados magistrales • 20% de descuento en caja en medicamentos importados/ medicamentos nacionales con tratamientos importados. • +10% de reintegro directo adicional en extracto, pagando exclusivamente con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés."
Sudameris,REAL SUPERMERCADOS,REAL SUPERMERCADOS,• Desde el 01 de julio hasta el 30 de septiembre 2026. • Solo el primer viernes de cada mes: • 03 de julio. • 07 de agosto. • 04 de septiembre.,01 de julio,30 de septiembre 2026,• 20% de reintegro directo pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés válido todos los días en las secciones de: • Electrodomésticos. • Artículos de jardín. • Artículos de decoración.,20%,,Hasta 12 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a4/54c/03b/6a454c03ba5cd371981750.pdf,https://www.sudameris.com.py/beneficios/destacado/483/detalle,CADENA REAL VIGENCIA • Desde el 01 de julio hasta el 30 de septiembre 2026. • Solo el primer viernes de cada mes: • 03 de julio. • 07 de agosto. • 04 de septiembre. BENEFICIOS • 20% de reintegro directo pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés válido todos los días en las secciones de: • Electrodomésticos. • Artículos de jardín. • Artículos de decoración.
Sudameris,Estaciones de Servicio CCU,Estaciones de Servicio CCU,• Desde el 01 de julio hasta el 31 de diciembre 2026. • Solo el primer jueves de cada mes. • 02 de julio. • 06 de agosto. • 03 de septiembre. • 01 de octubre. • 05 de noviembre. • 03 de diciembre. PETROBRAS - Estaciones de Servicio CCU,01 de julio,31 de diciembre 2026,,,,,,https://www.sudameris.com.py/beneficios/destacado/679/detalle,ECOP - Estaciones de Servicio CCU VIGENCIA • Desde el 01 de julio hasta el 31 de diciembre 2026. • Solo el primer jueves de cada mes. • 02 de julio. • 06 de agosto. • 03 de septiembre. • 01 de octubre. • 05 de noviembre. • 03 de diciembre. PETROBRAS - Estaciones de Servicio CCU VIGENCIA • Desde el 01 de julio hasta el 31 de diciembre 2026. • Solo el primer jueves de cada mes. • 02 de julio. • 06 de agosto. • 03 de septiembre. • 01 de octubre. • 05 de noviembre. • 03 de diciembre.
Sudameris,MATERASSI,MATERASSI,• Miércoles a sábado. • Desde el 19 de agosto hasta el 03 de octubre 2026.,19 de agosto,03 de octubre 2026,• 30% de descuento directo en caja pagando con tarjetas de crédito de Sudameris. • 10% de reintegro directo pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés.,10%; 30%,,Hasta 12 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a8/31d/e69/6a831de693195562741912.pdf,https://www.sudameris.com.py/beneficios/destacado/476/detalle,MATERASSI VIGENCIA • Miércoles a sábado. • Desde el 19 de agosto hasta el 03 de octubre 2026. BENEFICIOS • 30% de descuento directo en caja pagando con tarjetas de crédito de Sudameris. • 10% de reintegro directo pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés.
Sudameris,DRUGSTORE ASISMED DESCUENTO EN CAJA,DRUGSTORE ASISMED DESCUENTO EN CAJA,• Todos los martes. • Desde el 01 de julio hasta el 30 de septiembre 2026.,01 de julio,30 de septiembre 2026,"• 17% de descuento en caja en medicamentos importados o nacional con tratamiento de importado y varios, pagando con tarjetas de crédito de Sudameris. • 32% de descuento en caja en medicamentos de origen 100% nacional, pagando con tarjetas de crédito de Sudameris. • + 10% de reintegro directo en el extracto, pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin intereses.",10%; 100%; 17%; 32%,,Hasta 12 cuotas sin intereses,https://www.sudameris.com.py/storage/app/uploads/public/6a4/d03/ff6/6a4d03ff6d9d9981948009.pdf,https://www.sudameris.com.py/beneficios/destacado/453/detalle,"DRUGSTORE VIGENCIA • Todos los martes. • Desde el 01 de julio hasta el 30 de septiembre 2026. BENEFICIOS • 17% de descuento en caja en medicamentos importados o nacional con tratamiento de importado y varios, pagando con tarjetas de crédito de Sudameris. • 32% de descuento en caja en medicamentos de origen 100% nacional, pagando con tarjetas de crédito de Sudameris. • + 10% de reintegro directo en el extracto, pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin intereses."
Sudameris,RESTAURANTES FAMILIA PARU - LA CUADRITA,RESTAURANTES FAMILIA PARU - LA CUADRITA,• Desde el 01 de enero hasta el 31 de diciembre de 2026.,01 de enero,31 de diciembre de 2026,"• 20% de descuento en caja con tarjetas de crédito Visa Clásica, Oro, Signature y Platinum, MasterCard Clásica y Plus. • 25% de descuento en caja con tarjetas de crédito MasterCard Black y Visa Infinite. • Promoción cumpleaños: Exclusivamente para clientes Elite. El porcentaje de descuento en caja aplica según la edad que cumpla el cliente titular y solo válido el día de su cumpleaños. El",20%; 25%,,,https://www.sudameris.com.py/storage/app/uploads/public/69f/361/6b1/69f3616b1a7fb629307471.pdf,https://www.sudameris.com.py/beneficios/destacado/308/detalle,"RESTAURANTES FAMILIA PARU VIGENCIA • Desde el 01 de enero hasta el 31 de diciembre de 2026. BENEFICIOS • 20% de descuento en caja con tarjetas de crédito Visa Clásica, Oro, Signature y Platinum, MasterCard Clásica y Plus. • 25% de descuento en caja con tarjetas de crédito MasterCard Black y Visa Infinite. • Promoción cumpleaños: Exclusivamente para clientes Elite. El porcentaje de descuento en caja aplica según la edad que cumpla el cliente titular y solo válido el día de su cumpleaños. El beneficio máximo es hasta 50% de descuento."
Sudameris,GASTRONOMÍA 26,GASTRONOMÍA 26,,,,,,,,https://www.sudameris.com.py/storage/app/uploads/public/6a7/376/af4/6a7376af4a2cc693462747.pdf,https://www.sudameris.com.py/beneficios/destacado/636/detalle,Disfruta del Reintegro en Gastronomía y Ahorrá con reintegros directos sin canjes de puntos.
Sudameris,ZONA SUR,ZONA SUR,,,,"en tu zona • Reintegros directos en el extracto, sin canje de puntos ENCARNACIÓN HOHENAU PIRAPÓ BELLA VISTA CORONEL BOGADO TRINIDAD MARÍA AUXILIADORA FRAM OBLIGADO CARMEN DEL PARANÁ CAPITÁN MIRANDA NATALIO KRESSBURGO",,,,,https://www.sudameris.com.py/beneficios/destacado/436/detalle,"Disfrutá de beneficios en tu zona • Reintegros directos en el extracto, sin canje de puntos ENCARNACIÓN HOHENAU PIRAPÓ BELLA VISTA CORONEL BOGADO TRINIDAD MARÍA AUXILIADORA FRAM OBLIGADO CARMEN DEL PARANÁ CAPITÁN MIRANDA NATALIO KRESSBURGO"
Sudameris,ZONA NORTE,ZONA NORTE,• Verificar según aplicación de promoción (ver cuadro más abajo).,,,en tu zona,,,,,https://www.sudameris.com.py/beneficios/destacado/650/detalle,Disfrutá de beneficios en tu zona VIGENCIA • Verificar según aplicación de promoción (ver cuadro más abajo). BENEFICIOS • Reintegro en extracto según aplicación de promoción (ver cuadro más abajo). • Cuotas sin interés según aplicación de promoción (ver cuadro más abajo). CONCEPCIÓN KATUETE SANTA ROSA DEL AGUARAY SAN ALBERTO CURUGUATY
Sudameris,ZONA ESTE,ZONA ESTE,,,,"en tu zona • Reintegros directos en el extracto, sin canje de puntos CIUDAD DEL ESTE HERNANDARIAS VILLARRICA CORONEL OVIEDO CAAZAPÁ SANTA RITA NARANJAL J. EULOGIO ESTIGARRIBIA SANTA ROSA DEL MONDAY COLONIA INDEPENDENCIA",,,,,https://www.sudameris.com.py/beneficios/destacado/440/detalle,"Disfrutá de beneficios en tu zona • Reintegros directos en el extracto, sin canje de puntos CIUDAD DEL ESTE HERNANDARIAS VILLARRICA CORONEL OVIEDO CAAZAPÁ SANTA RITA NARANJAL J. EULOGIO ESTIGARRIBIA SANTA ROSA DEL MONDAY COLONIA INDEPENDENCIA"
Sudameris,CONCEPTS LA CUADRITA,CONCEPTS LA CUADRITA,• Miércoles a viernes. • Desde el 04 de marzo hasta el 09 de octubre 2026.,04 de marzo,09 de octubre 2026,• 20% de reintegro directo en extracto pagando con tarjetas de crédito de Sudameris. • 25% de reintegro directo en extracto pagando con tarjetas de crédito MasterCard Black y Visa Infinite de Sudameris. • Hasta 10 cuotas sin intereses,20%; 25%,,Hasta 10 cuotas sin intereses,https://www.sudameris.com.py/storage/app/uploads/public/6a4/c0b/ff5/6a4c0bff58ccd722758196.pdf,https://www.sudameris.com.py/beneficios/destacado/443/detalle,CONCEPTS – LA CUADRITA VIGENCIA • Miércoles a viernes. • Desde el 04 de marzo hasta el 09 de octubre 2026. BENEFICIOS • 20% de reintegro directo en extracto pagando con tarjetas de crédito de Sudameris. • 25% de reintegro directo en extracto pagando con tarjetas de crédito MasterCard Black y Visa Infinite de Sudameris. • Hasta 10 cuotas sin intereses
Sudameris,12 CUOTAS SIN INTERÉS - 2026,12 CUOTAS SIN INTERÉS - 2026,,,,,,,,,https://www.sudameris.com.py/beneficios/destacado/147/detalle,¡Disfrutá tus rubros favoritos en CUOTAS! Tenés hasta 12 cuotas sin interés todos los días hasta el 31 de diciembre de 2026 con todas tus tarjetas de crédito en: Bicicleterías Clubes Colegios y Universidades Ecommerce Electrónica Hogar Impuestos municipales Joyerías y Relojerías Ópticas Salud y Belleza Talleres Viajes y Hoteles
Sudameris,DISFRUTÁ DEL RESORT YACHT Y GOLF CLUB,DISFRUTÁ DEL RESORT YACHT Y GOLF CLUB,• Todos los días • Desde el 12 hasta el 31 de diciembre de 2025.,12,31 de diciembre de 2025,• 25% de descuento en caja pagando con tarjetas de crédito de Sudameris. • 10% de reintegro directo en extracto pagando con tarjetas de crédito de Sudameris.,10%; 25%,,,,https://www.sudameris.com.py/beneficios/destacado/376/detalle,"Sumérgete en la Exclusividad: Tu Escape Perfecto en el Resort, Yacht y Golf Club • 10% de reintegro directo en débito automático para pagos de la cuota social. Tope de compra mensual: Gs. 500.000 por cuenta de tarjeta. • Hasta 12 cuotas sin intereses para los pagos de cuotas sociales en caja dentro del Club. • Desde el 14 de noviembre de 2023 al 30 de septiembre de 2026. HOYO 19 VIGENCIA • Todos los días • Desde el 12 hasta el 31 de diciembre de 2025. BENEFICIOS • 25% de descuento en caja pagando con tarjetas de crédito de Sudameris. • 10% de reintegro directo en extracto pagando con tarjetas de crédito de Sudameris."
Sudameris,CLUB DEPORTIVO PUERTO SAJONIA (CDPS),CLUB DEPORTIVO PUERTO SAJONIA (CDPS),• Todos los días. • Hasta el 31 de julio de 2028.,,31 de julio de 2028,"• 20% de reintegro en el extracto de tarjeta de crédito en los restaurantes del Club Deportivo de Puerto Sajonia (CDPS): Atípico, Cristo de las Redes, Arsenio Cantina Bar. Tope de compra mensual en cada restaurante Gs. 300.000 por cuenta de tarjeta. • 10% de reintegro aplica única y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa, para pagos vía débito automático de las cuotas sociales del club. Tope mensual de compra Gs. 500.000 por cuenta de tarjeta. • Hasta 36 cuotas sin interés para pago de las membresías (adelantadas o atrasadas), llamando al Call Center para indicar la cantidad de cuotas.",10%; 20%,Tope de compra mensual en cada restaurante Gs. 300.000; Tope mensual de compra Gs. 500.000,Hasta 36 cuotas sin interés,,https://www.sudameris.com.py/beneficios/destacado/231/detalle,"CLUB DEPORTIVO DE PUERTO SAJONIA (CDPS) VIGENCIA • Todos los días. • Hasta el 31 de julio de 2028. BENEFICIOS • 20% de reintegro en el extracto de tarjeta de crédito en los restaurantes del Club Deportivo de Puerto Sajonia (CDPS): Atípico, Cristo de las Redes, Arsenio Cantina Bar. Tope de compra mensual en cada restaurante Gs. 300.000 por cuenta de tarjeta. • 10% de reintegro aplica única y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa, para pagos vía débito automático de las cuotas sociales del club. Tope mensual de compra Gs. 500.000 por cuenta de tarjeta. • Hasta 36 cuotas sin interés para pago de las membresías (adelantadas o atrasadas), llamando al Call Center para indicar la cantidad de cuotas."
Sudameris,CLUB NÁUTICO SAN BERNARDINO,CLUB NÁUTICO SAN BERNARDINO,• Hasta el 31 de octubre del 2026,,31 de octubre del 2026,• 10% de reintegro directo en débito automático por la cuota social. Tope de pago mensual: Gs. 500.000 por cuenta de tarjeta. • 20% de reintegro directo en restaurante del Club. Tope de compra mensual: Gs. 3.000.000 por cuenta de tarjeta. • 20% de reintegro directo en los locales gastronómicos dentro del Club*. • 10% de reintegro directo en combustibles dentro del Club. Tope de compra mensual: Gs. 500.000 por cuenta de tarjeta. • 12 cuotas sin intereses para los pagos en caja dentro del Club. FAN FEST – CLUB NAUTICO SAN BERNARDINO,10%; 20%,Tope de pago mensual: Gs. 500.000; Tope de compra mensual: Gs. 3.000.000; Tope de compra mensual: Gs. 500.000,12 cuotas sin intereses,,https://www.sudameris.com.py/beneficios/destacado/142/detalle,CLUB NAUTICO SAN BERNARDINO VIGENCIA • Hasta el 31 de octubre del 2026 BENEFICIOS • 10% de reintegro directo en débito automático por la cuota social. Tope de pago mensual: Gs. 500.000 por cuenta de tarjeta. • 20% de reintegro directo en restaurante del Club. Tope de compra mensual: Gs. 3.000.000 por cuenta de tarjeta. • 20% de reintegro directo en los locales gastronómicos dentro del Club*. • 10% de reintegro directo en combustibles dentro del Club. Tope de compra mensual: Gs. 500.000 por cuenta de tarjeta. • 12 cuotas sin intereses para los pagos en caja dentro del Club. FAN FEST – CLUB NAUTICO SAN BERNARDINO VIGENCIA Y BENEFICIOS • Inauguración del Mundial: 11/6/2026 • 20% de reintegro (Tope de compra Gs. 300.000). • Paraguay vs Estados Unidos: 11/6/2026 • 20% de reintegro (Tope de compra Gs. 300.000). • Paraguay vs Turquía: 19/06/2026 • 20% de reintegro (Tope de compra Gs. 300.000). • Paraguay vs Australia: 25/06/2026 • 20% de reintegro (Tope de compra Gs. 300.000). • Paraguay vs Francia: 04/07/2026 • 20% de reintegro (Tope de compra Gs. 300.000). • Final del Mundial: 19/07/2026 • 20% de reintegro (Tope de compra Gs. 500.000).
